time,px,py,pz,dx,dy,dz,dw
1690979934.1588707,-1.4533920288085938,-0.26370513439178467,18.983686447143555,0.0016342992139330016,0.4541487827454805,-0.008109435523726501,0.8908874503843706
1690979934.6631477,-1.439784288406372,-0.26718467473983765,19.051986694335938,0.0007580560125220806,0.49777464563192103,-0.006815268021723745,0.8672792973655542
1690979935.1677122,-1.3207725286483765,-0.26694706082344055,19.168439865112305,0.0002677605699165364,0.5383936909450749,-0.008174246615119235,0.8426537506871321
1690979935.6735904,-1.1470173597335815,-0.26293283700942993,19.283571243286133,0.0007785547823130207,0.5581679817892676,-0.009074567005109502,0.8296779798159142
1690979936.1760135,-0.9558517336845398,-0.26535487174987793,19.36189842224121,0.002512136315195739,0.5725089012574676,-0.010680433855355855,0.8198250883479734
1690979936.6803126,-0.7864603996276855,-0.26636043190956116,19.438928604125977,0.0053682450971112294,0.583029626939664,-0.011577664850405739,0.812350659341017
1690979937.1866174,-0.6217458248138428,-0.26568686962127686,19.5032901763916,0.0013124477699272153,0.5929349172619505,-0.009547570987196753,0.8051927131194493
1690979937.688951,-0.4627685844898224,-0.2743622064590454,19.564165115356445,0.002466041135532006,0.6048064525719384,-0.008053033948765586,0.7963279614660569
1690979938.1932087,-0.279730886220932,-0.2728893756866455,19.62995719909668,0.0033842033971207795,0.6163250541025938,-0.007660964956235632,0.7874473217103103
1690979938.6975083,-0.11702942848205566,-0.2740110158920288,19.689172744750977,0.00019047727068727477,0.6290542780118722,-0.005893499160546843,0.7773390159390021
1690979939.2018259,0.06345908343791962,-0.2766958475112915,19.737972259521484,-0.0003492048276793774,0.6396280862325027,-0.005784422434888465,0.7686626892308674
1690979939.7061582,0.22524461150169373,-0.26782381534576416,19.776752471923828,0.001440282172248151,0.643151793971526,-0.004841162293182318,0.7657220505158012
1690979940.2104058,0.37544506788253784,-0.2806503474712372,19.8138427734375,0.0013251259056494638,0.6433426800148555,-0.004684540516988174,0.7655628616859507
1690979940.7147448,0.4249346852302551,-0.2786237299442291,19.81292724609375,-0.0007647679025885228,0.6414025901974449,-0.003423037450507469,0.7671964645595519
1690979941.2190113,0.487352579832077,-0.2832542955875397,19.819629669189453,-9.30322721913665e-05,0.6329733630774602,-0.0026885168827021555,0.7741688994375693
1690979941.7235177,0.5443419814109802,-0.2769223153591156,19.7957763671875,0.0006484469015945551,0.6086884519607489,-0.0016395569682460145,0.7934073731817666
1690979942.2280626,0.6074020266532898,-0.27489569783210754,19.76104736328125,0.0006055757319549478,0.5773610705871919,-0.0006502190558495189,0.8164884596022309
1690979942.731914,0.6451578736305237,-0.2912243604660034,19.733352661132812,-0.001100505436100713,0.5535899254623279,7.930159388569983e-05,0.8327886748903689
1690979943.2366276,0.7022793292999268,-0.2836833596229553,19.717727661132812,-0.0004659534279156803,0.5226773407338549,0.001962635893278027,0.8525281980269855
1690979943.7405188,0.7482753992080688,-0.28363633155822754,19.72797393798828,8.081829999969747e-05,0.4931449068470744,0.0012864258314484148,0.8699462278944444
1690979944.2448025,0.8071590662002563,-0.2738158702850342,19.745689392089844,0.0006463518908216648,0.46709326397849216,0.0017690455883200495,0.884206048075254
1690979944.7491326,0.8690828680992126,-0.2743339240550995,19.74479103088379,-0.00015455279307514445,0.4360920197397311,0.000537864349233001,0.8999019041732815
1690979945.2534053,0.9305775761604309,-0.2735212445259094,19.75568389892578,0.00047666767237736316,0.40375923312780515,0.001089624072124448,0.9148645075481713
1690979945.758164,0.9685907959938049,-0.2779042720794678,19.763248443603516,0.0004201233387687545,0.3720149008009389,0.0026164039234942383,0.928222975102942
1690979946.2620378,1.0119506120681763,-0.2792031168937683,19.765636444091797,-0.00021235463542985467,0.3402491793962426,0.0036809926931341387,0.9403280816387892
1690979946.766303,1.031614899635315,-0.28361111879348755,19.760801315307617,-0.002803950076032093,0.3217526232324751,0.003633315638238497,0.9468126458410159
1690979947.270598,1.0729113817214966,-0.280537873506546,19.785747528076172,-0.0010868857171262025,0.2891466683992264,0.0055899003459774855,0.9572678704768001
1690979947.774941,1.11860990524292,-0.279318630695343,19.811397552490234,-0.0006263498875068592,0.2598637291678076,0.008124173189429151,0.9656109194488259
1690979948.2791986,1.1630163192749023,-0.27737778425216675,19.844392776489258,-0.0001717747609913953,0.22653807348329572,0.0061347934908977855,0.9739829752437835
1690979948.7835078,1.2324395179748535,-0.27367517352104187,19.875320434570312,1.3567069163186816e-05,0.18765259724383987,0.0050229369935655575,0.9822226186906584
1690979949.287799,1.276099443435669,-0.2713078260421753,19.929237365722656,-0.0005100109857051541,0.1464473857432387,0.0035853834858305847,0.9892118317746836
1690979949.7921183,1.341204285621643,-0.27395495772361755,19.994577407836914,0.0002840012417146918,0.11276207546365613,0.0030727378949162378,0.9936172260796673
1690979950.2964492,1.3941649198532104,-0.2713612914085388,20.091585159301758,0.0017297844123511186,0.07975241007158412,0.004482180066457207,0.9968031254944542
1690979950.8007011,1.4512226581573486,-0.27090802788734436,20.158763885498047,0.003103032575733792,0.05165356590283057,0.004839670996994353,0.9986485156965872
1690979951.3050728,1.506087303161621,-0.27729853987693787,20.21463394165039,0.0026967987902896703,0.009308296514986613,0.003976704000635988,0.9999451328535807
1690979951.8092866,1.5611344575881958,-0.2737816274166107,20.311113357543945,0.0022117522315812043,-0.04075471110533549,0.0037447175993961263,0.9991597163441327
1690979952.3147316,1.5420012474060059,-0.2683201730251312,20.373899459838867,0.001321035280045017,-0.056919781252169,0.004072562755845842,0.9983695746568972
1690979952.8187237,1.577704906463623,-0.2637019455432892,20.356361389160156,0.0010719781719996946,-0.06915225267867244,0.0039711822845271355,0.997597637589187
1690979953.3221955,1.5830384492874146,-0.2718142867088318,20.520105361938477,0.0026576746499490283,-0.11954727616095258,0.0055042522717901705,0.9928096941181026
1690979953.826505,1.606868028640747,-0.26419734954833984,20.667236328125,0.003001624346145392,-0.17040494550270452,0.005486913891228066,0.9853542705927931
1690979954.330811,1.6282403469085693,-0.26519671082496643,20.739099502563477,0.0028790783670640894,-0.22140714271871587,0.004581297994522392,0.97516644721277
