time_sec,px,py,pz,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
1690979863.45606,0.008613265747707675,-0.01299947295659514,0.009500804164390893,-0.00012455806584235198,0.00031150336261501845,0.0006561696618611337,0.9999997284461194,0.0,0.0,0.0,0.0,0.0,0.0
1690979863.5570357,0.009210439603445164,-0.012302292732136347,0.009239265119884125,-0.0003780927681047676,0.00032636497111783664,0.0005252716644979315,0.9999997373106837,0.0,0.0,0.0,0.0,0.0,0.0
1690979863.657778,0.009286242345300417,-0.012912484683208705,0.007606086991494459,-0.00022407027550798114,0.0002679145302281332,0.0006016006995592054,0.9999997580454247,0.0,0.0,0.0,0.0,0.0,0.0
1690979863.76072,0.009253618609217107,-0.012299746833637215,0.008881145338031556,-0.00015962039210797534,0.0002329911967380447,0.0006924325647500869,0.9999997203867454,0.0,0.0,0.0,0.0,0.0,0.0
1690979863.859498,0.007952493350328027,-0.011880519886759882,0.010046604030915784,-0.00014533606794009862,0.0003170818692377474,0.0007013633716600355,0.9999996932129173,0.0,0.0,0.0,0.0,0.0,0.0
1690979863.961495,0.006773269836013577,-0.01298690949975088,0.012313177688366535,-0.00010315397967378023,0.0003166788625452275,0.0011530854741769762,0.9999992797335583,0.0,0.0,0.0,0.0,0.0,0.0
1690979864.061211,0.0070607005476564805,-0.012168175646496297,0.013852881439746886,-0.0001985621075564786,0.0003706921691339302,0.0011031515357062607,0.9999993031083002,0.0,0.0,0.0,0.0,0.0,0.0
1690979864.1620984,0.008272829912869917,-0.010363939426457452,0.012775344579769251,-8.257756345520044e-05,0.0004094529566251717,0.0011518246925764275,0.9999992494142645,0.0,0.0,0.0,0.0,0.0,0.0
1690979864.262936,0.01125901347420663,-0.009226469180007272,0.015751163478385406,-0.0002731385169424604,0.0003907055795848667,0.001094997174767717,0.9999992868625859,0.0,0.0,0.0,0.0,0.0,0.0
1690979864.3637896,0.011507613167864411,-0.00892107812078528,0.021627391686917512,0.00029236434414165206,0.00038196469576218326,0.0012220357935989823,0.9999991376269145,0.0,0.0,0.0,0.0,0.0,0.0
1690979864.6664088,0.04579616151576624,-0.015211054077921553,0.016354775205422126,0.00020516873609525082,0.0003530073400901424,0.001606625934705135,0.9999986260214083,0.0,0.0,0.0,0.0,0.0,0.0
1690979864.76733,0.07163715955312089,-0.018690847951570343,0.012257716325263778,0.00010546341874500974,0.00021307850536980097,0.0015601003889758826,0.9999987547801172,0.0,0.0,0.0,0.0,0.0,0.0
1690979864.8680983,0.09472256004596068,-0.0172247417997981,0.010372664589780443,-0.00014203889123410348,0.000227860869267692,0.0013126500308976569,0.9999991024267295,0.0,0.0,0.0,0.0,0.0,0.0
1690979864.9707198,0.11787677915230597,-0.012687081465878835,0.009415192756540085,-0.0003005638446832895,0.00019840573364385242,0.0018679603118796845,0.999998190508765,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.0707147,0.13786324303659447,-0.014332150183224174,0.009320519688070135,-0.000259013684778872,8.105830251680784e-05,0.0018082553614092957,0.9999983282756034,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.1707525,0.15728225534074566,-0.015464375725938263,0.009802030095469432,0.00019393723678056435,4.0899252085626146e-05,0.001745127668303777,0.9999984576213162,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.271525,0.17679290199778733,-0.01645861884341203,0.006399250942886857,0.00011272212232648944,-1.8539781583258762e-05,0.001891638766841048,0.9999982043247705,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.3723845,0.19345499045767153,-0.017507365862704342,0.005944971975873245,0.00020292842670278162,-0.0001783828547266867,0.0019627793134918098,0.9999980372465569,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.4732506,0.2099981835502794,-0.01539664243029365,0.006894533022300607,0.00015737152166198356,-0.00013913888671712905,0.00190252501318368,0.9999981681348911,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.5741339,0.2266194333850171,-0.011257961954005845,0.007345547368756032,-0.0001065016061410211,-0.00015479858635511463,0.0019191188199533,0.9999981408371464,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.674972,0.24374141440732086,-0.01032555461078685,0.007164137165510444,-0.0002742261031686548,-0.00012381647474799236,0.002241816324001656,0.9999974418612694,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.7758641,0.26205003311606845,-0.006257210897700698,0.009633152864133646,-8.07732814506765e-05,-0.00011840660029392639,0.0021276336004041546,0.9999977263128177,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.8766851,0.281039919421114,-0.00015095939690530337,0.012892899183365822,-0.000846931725169044,-3.2761154241072185e-05,0.002624724694858422,0.9999961962195776,0.0,0.0,0.0,0.0,0.0,0.0
1690979865.9775484,0.29834804260068293,0.0003137380934390934,0.015547044370343658,-0.0003998096095908888,-6.759036044849296e-05,0.00320809818778949,0.9999947718312453,0.0,0.0,0.0,0.0,0.0,0.0
1690979866.0784054,0.3142779183828052,0.006346155388747305,0.020496583726368357,-0.0012536200157531885,-0.00016943836761648258,0.0032376095197216665,0.999993958787793,0.0,0.0,0.0,0.0,0.0,0.0
1690979866.3830905,0.3709414074427692,0.006844166566233842,0.019819754408967476,-0.0014940421789833374,-0.00013473087553905286,0.0035695099416216997,0.9999925041140673,0.0,0.0,0.0,0.0,0.0,0.0
1690979866.4821272,0.3871235953912465,0.0063639554423827495,0.01574958277549883,-0.001478710988202298,-0.00021923110569436164,0.00409863837364839,0.9999904832122181,0.0,0.0,0.0,0.0,0.0,0.0
1690979866.5827065,0.40383911658559557,0.005804094800369299,0.013161657308051139,-0.0015849883071915776,-0.000305497817452593,0.004595770486848453,0.9999881366180143,0.0,0.0,0.0,0.0,0.0,0.0
1690979866.683565,0.4234442506480076,0.003202488872834578,0.009418883548991083,-0.0019366494280033677,-0.00024628521099799366,0.004538688164112152,0.9999877944466737,0.0,0.0,0.0,0.0,0.0,0.0
1690979866.7844257,0.4460188188076279,0.0020681809117131566,0.007088214835788962,-0.002346542641959982,-0.00032207011457412095,0.005160239459477624,0.9999838808386751,0.0,0.0,0.0,0.0,0.0,0.0
1690979866.8876622,0.4658055121670594,-0.0018273444544967977,0.003698744523655544,-0.0015973031003274295,-0.00048320593702744306,0.005443875587364032,0.9999837895453123,0.0,0.0,0.0,0.0,0.0,0.0
1690979866.9861517,0.48832122849604714,-0.005165295581373313,0.0018657768778823538,-0.0019864836233713266,-0.0005927089194458476,0.005219399590412812,0.9999842300990812,0.0,0.0,0.0,0.0,0.0,0.0
1690979867.087006,0.5097959797377424,-0.004474857862743121,0.00016139967050706513,-0.0020696271500885693,-0.000571349308115341,0.006402679760080665,0.9999771976876787,0.0,0.0,0.0,0.0,0.0,0.0
1690979867.188726,0.5352385715078241,-0.006277082855911789,-0.0016471846347181059,-0.0016975783130342753,-0.0007133477244044942,0.005997238167505103,0.999980321054991,0.0,0.0,0.0,0.0,0.0,0.0
1690979867.2907262,0.5637102838031445,-0.008184622304280614,-0.004176067386822979,-0.001570053007829237,-0.0006953725880792118,0.006643566017845766,0.9999764569333963,0.0,0.0,0.0,0.0,0.0,0.0
1690979867.3907213,0.5896649543737752,-0.008557832696511829,-0.007154622833178486,-0.001524807255201579,-0.0005627460596816506,0.006199673493939925,0.9999794609532046,0.0,0.0,0.0,0.0,0.0,0.0
1690979867.6947105,0.6573140589430643,-0.010327090975094818,-0.012172154056865848,-0.0018157674697581283,-0.0009417051812533371,0.0069764250531043825,0.9999735724874486,0.0,0.0,0.0,0.0,0.0,0.0
1690979867.7947073,0.6785087009501706,-0.007993356037093401,-0.014165950729651636,-0.0017666777757999056,-0.0008520725404303474,0.007780920619478246,0.999967804529886,0.0,0.0,0.0,0.0,0.0,0.0
1690979867.895245,0.7007525397055067,-0.004626358057714116,-0.018218631538853232,-0.0017289413573018922,-0.0009511095375250966,0.007493217967773822,0.9999699784678048,0.0,0.0,0.0,0.0,0.0,0.0
1690979867.994741,0.7208396842404661,-0.008173688113153641,-0.018622497302606053,-0.001235447431952732,-0.0010792725464980912,0.007621197450266021,0.9999696126332145,0.0,0.0,0.0,0.0,0.0,0.0
1690979868.0956402,0.7384667419181161,-0.0104684867190689,-0.01803512571954902,-0.0005839833914271302,-0.0013379373331921661,0.007805878013208824,0.9999684680806274,0.0,0.0,0.0,0.0,0.0,0.0
1690979868.1964798,0.7637342296275574,-0.011009036800629238,-0.018442643633599706,-0.0005876942061712915,-0.001017241051858234,0.008399910480913052,0.9999640300231093,0.0,0.0,0.0,0.0,0.0,0.0
1690979868.2973433,0.8075878108336625,-0.011558498071040032,-0.0233710409568791,-0.0011846452335846757,8.874428086651683e-05,0.010115619495920446,0.9999481301459183,0.0,0.0,0.0,0.0,0.0,0.0
1690979868.3983305,0.8677037466954022,-0.011287561168885855,-0.02855323967834792,-0.0011504504699015948,-0.00013722019927326216,0.009936560324698269,0.9999499599496108,0.0,0.0,0.0,0.0,0.0,0.0
1690979868.8016565,1.0570861668611835,-0.0024838900760585252,-0.03412726935190993,-0.0019813704489581555,-0.0006934650105337236,0.011110151006044294,0.9999360768679301,0.0,0.0,0.0,0.0,0.0,0.0
1690979868.9024863,1.1150056978141876,0.004566653368254698,-0.032115491996036846,-0.0031045938986557107,-0.0001984578920417963,0.011761344412860999,0.9999259937059204,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.0033398,1.1707999867352665,0.010209735183009045,-0.03480134882506362,-0.00330407693369381,-0.00039915851783825875,0.011431364783197348,0.9999291213117396,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.1067264,1.2243198583127393,0.01551504890443973,-0.0345832169183468,-0.0029464275970761673,-0.0003850807723091826,0.011431123917863524,0.999930247408872,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.2050757,1.2675236527716582,0.017557766813302688,-0.03984367592993302,-0.0034293605214842115,-0.0006737447320905632,0.012702284077187978,0.9999132150010079,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.3101842,1.3151699109930726,0.015100511718794077,-0.044930424129625564,-0.0028806688146388497,-0.0007505294911571345,0.012763003689339416,0.9999141184069104,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.406789,1.3604829457085856,0.014079914692456376,-0.04744307978621452,-0.00293537172582991,-0.0011159224281158955,0.012579227263243184,0.9999159471432612,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.5076423,1.4074682462356423,0.014018896129361899,-0.05018717934747357,-0.00335032546430137,-0.0014226513951467426,0.013164256178110631,0.9999067225204299,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.6084957,1.4487568448962884,0.013035590016002739,-0.05355466806828318,-0.0035910722134761142,-0.0013724739489473384,0.012957005265553224,0.999908664093949,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.7107363,1.4927430984343264,0.008763845321168078,-0.054514687128842394,-0.0031181341147505106,-0.0009122785722307014,0.01487292425862498,0.9998841138409121,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.8105075,1.542284288241342,0.0029750059608752173,-0.060131590660996076,-0.0025648798267837217,-0.00198873142753144,0.01458626445435628,0.9998883473808619,0.0,0.0,0.0,0.0,0.0,0.0
1690979869.911109,1.5879378387780065,0.007762376881997576,-0.05890393611574017,-0.0028592199184275715,-0.001842729913138692,0.014729081791629201,0.9998857351505123,0.0,0.0,0.0,0.0,0.0,0.0
1690979870.0119674,1.6258490949952908,0.006247474166932124,-0.05911293911518613,-0.0038931652878381622,-0.0018324531701635492,0.01580870569206752,0.9998657760938425,0.0,0.0,0.0,0.0,0.0,0.0
1690979870.1128013,1.6660650932659642,0.003708780153301216,-0.06316735455195704,-0.002869328816287817,-0.0018759869477321018,0.01626853365470178,0.9998617816667569,0.0,0.0,0.0,0.0,0.0,0.0
1690979870.2136583,1.7094079365071628,0.004164096990780963,-0.07007327064715128,-0.003202743404731612,-0.002228374106727904,0.0179393798019334,0.9998314635156399,0.0,0.0,0.0,0.0,0.0,0.0
1690979870.3145225,1.7508034508602892,-0.002775944873149434,-0.07073011907556714,-0.0031522309085965355,-0.0023290184012396604,0.01831826895809815,0.9998245246721768,0.0,0.0,0.0,0.0,0.0,0.0
1690979870.415394,1.7898109019785275,-0.009332423362705611,-0.08112975234938612,-0.0026262939581741564,-0.0025448934784417596,0.015351417004866587,0.9998754722930003,0.0,0.0,0.0,0.0,0.0,0.0
1690979870.7184472,1.900042059830441,0.0034041005699984687,-0.09107716957363882,-0.003184785459305987,-0.002184402845353473,0.018269633023322615,0.9998256378163936,0.0,0.0,0.0,0.0,0.0,0.0
1690979870.818821,1.9293950940300235,0.010516242499145725,-0.0944661389168895,-0.004135819872972859,-0.0024604236471894186,0.01852608306095624,0.9998167959960721,0.0,0.0,0.0,0.0,0.0,0.0
1690979870.9198046,1.9697664969034492,0.014969069384571421,-0.09765207730580742,-0.004003306917393437,-0.002986847785333978,0.019197339887991667,0.9998032378499453,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.0205357,2.0122285571812597,0.016410144390111403,-0.09681071919410739,-0.002966276630137613,-0.003095888095308944,0.019303757806382327,0.9998044716915322,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.1214013,2.055289061870493,0.018677242455902344,-0.09730776981201551,-0.0040619324700662054,-0.0030917444040415086,0.020071271603025933,0.9997855199378329,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.2222772,2.0954244765211945,0.014677795344220203,-0.0994178423363458,-0.0034312733060526245,-0.003454338898342165,0.020457265310737535,0.9997788726524771,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.323264,2.1364698730636618,0.015146093028782573,-0.10051226004213108,-0.0041202744651803866,-0.003248256810028038,0.02053287219541207,0.999775411442696,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.4239955,2.179303829714039,0.019289228066941944,-0.1007663164103119,-0.004206895553549268,-0.003261889567130234,0.020751762898908625,0.9997704868832737,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.524846,2.218602170232876,0.020817959548838395,-0.10213736600796713,-0.00408910917082355,-0.0034070886296213632,0.02102463553564763,0.9997647901550789,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.6257284,2.2610976906174067,0.018747633898076793,-0.10778027463288742,-0.0046835422534436105,-0.003532202782128012,0.021566042419575243,0.9997502156988011,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.726561,2.3081464084104306,0.01782731234993958,-0.11052310055905706,-0.0038760539539003046,-0.004010152781419607,0.02130359866250545,0.999757496378206,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.8274229,2.3503936017205156,0.016812451549234386,-0.10938993235157403,-0.0038233789391280944,-0.003899328487045905,0.0209855376223411,0.9997648644663979,0.0,0.0,0.0,0.0,0.0,0.0
1690979871.9286041,2.3908216837039777,0.01800911301205361,-0.10744522779322747,-0.004281517566737187,-0.00398801090741787,0.0216151854956076,0.999749242626517,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.0291393,2.4338832424693795,0.017335517416081764,-0.10852828203247408,-0.0029505681733735254,-0.0041817417499099094,0.022115322694948796,0.9997423266449533,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.1299994,2.474049584910988,0.01545254118567426,-0.10899662264953378,-0.002834279765387428,-0.0040968993148162176,0.021781280786976265,0.9997503478776436,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.230867,2.5117003053010487,0.016366462903439016,-0.11221378278929729,-0.0029092013993084844,-0.004337104374556605,0.022082318624580464,0.9997425154893632,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.3317237,2.55289493056128,0.014489182261417391,-0.11283115303217697,-0.002362437432660711,-0.004585347367406516,0.021972206653701552,0.999745275364499,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.4326112,2.5912564015963158,0.015589362672031454,-0.11459931148558028,-0.002478936123492298,-0.004534511784008983,0.021680559789400162,0.9997515923497046,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.5334456,2.634719439689331,0.020144847205401214,-0.11642428218456088,-0.0027585597003899026,-0.0046882369239801755,0.022581611761712053,0.9997302044017391,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.6343236,2.681439294724417,0.022460600795870325,-0.11673503652351273,-0.002582036612700979,-0.00440169094840655,0.023724868991465406,0.9997055010326977,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.7351685,2.729613528466572,0.021859104635226938,-0.11910988078947245,-0.0021104311090508155,-0.004505201514732663,0.023957814963161902,0.9997005913482351,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.836032,2.7778710166824667,0.0238301543192399,-0.12437643890432269,-0.0026483133339514475,-0.004529989690551818,0.024398054350842795,0.9996885517868842,0.0,0.0,0.0,0.0,0.0,0.0
1690979872.938715,2.825795936582594,0.025698459447368927,-0.1275726515213901,-0.002241954494785973,-0.004975870016828657,0.025081740657968234,0.9996705060384454,0.0,0.0,0.0,0.0,0.0,0.0
1690979873.0377436,2.8744190653313857,0.027425268840813113,-0.13474429573507588,-0.002993852060979441,-0.0046136524501254545,0.02623871325940038,0.9996405759008453,0.0,0.0,0.0,0.0,0.0,0.0
1690979873.1386023,2.919838647525691,0.024610394247662197,-0.13925051536167887,-0.001912413336665963,-0.005608799763662206,0.026671877454333883,0.999626677812011,0.0,0.0,0.0,0.0,0.0,0.0
1690979873.4411788,3.0522345965156927,0.026708780851300875,-0.14657470216102958,-0.0014979664462105408,-0.006315029560230977,0.02738361480587028,0.9996039286328953,0.0,0.0,0.0,0.0,0.0,0.0
1690979873.5420446,3.092077026843089,0.03544804539165536,-0.15172779476269807,-0.001722042037782977,-0.0060435195288221,0.027979673140425508,0.999588739599369,0.0,0.0,0.0,0.0,0.0,0.0
1690979873.642918,3.1342506986355234,0.033950471151196725,-0.15676650090157843,-0.0022475813653565335,-0.005115556356667261,0.02874003856701475,0.9995713029315664,0.0,0.0,0.0,0.0,0.0,0.0
1690979873.7437587,3.177256994462677,0.03399226036027333,-0.1584967036052239,-0.00012106157479149629,-0.005738166392958902,0.02918120617545005,0.9995576601660668,0.0,0.0,0.0,0.0,0.0,0.0
1690979873.844614,3.2226789225578,0.03651977404679387,-0.1647519272945009,0.00041474416983449183,-0.006789739250388119,0.028929316453019223,0.9995583134953759,0.0,0.0,0.0,0.0,0.0,0.0
1690979873.9455414,3.2611675142098133,0.04156620209169678,-0.17247213313247625,0.0030115118018915307,-0.007542571017116018,0.02918126027785943,0.9995411419584933,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.0463452,3.293836367791201,0.04820507718126846,-0.17175230174323863,-0.0013222225544539728,-0.006609560456774984,0.030962393129519167,0.99949782173337,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.1472006,3.3311618983405866,0.054550445673643096,-0.16732032950987388,-0.0021077168324504974,-0.006272706749714963,0.03132584949113517,0.9994873194960595,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.249114,3.3724864325449206,0.057545402023887436,-0.1669870036761175,-0.0021163007100276176,-0.006077517826656735,0.03152501597202476,0.9994822451731238,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.3489215,3.4117916643366097,0.058927350911447254,-0.16265435413566873,-0.0030160253090390434,-0.0058513104630409304,0.03224204693444678,0.9994584114242331,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.4498162,3.455461768770064,0.06127690111151003,-0.16157905563385458,-0.002407563824255064,-0.00562897983411307,0.03233219754979233,0.9994584269613389,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.5506673,3.5029788852165815,0.06353312241888844,-0.16049533404226637,-0.0023623278798620487,-0.005930345692233336,0.03300061003796918,0.9994349454286926,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.6515284,3.5510489423747593,0.06496819354833443,-0.1594790736312578,-0.0031965034566192522,-0.005733463048640811,0.03252706295319023,0.9994492983352048,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.7523584,3.593210785611922,0.0642874678556479,-0.15949281786728212,-0.002493910154806528,-0.005825849752740525,0.033122805390317894,0.9994311980570976,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.853213,3.639145537203295,0.06340261650171483,-0.15783277636346618,-0.0024192527055486757,-0.0056534423091758835,0.033429258189724614,0.9994221683068971,0.0,0.0,0.0,0.0,0.0,0.0
1690979874.9540873,3.6827814828941086,0.06769370428547407,-0.1633008156597298,-0.0025429679650309867,-0.005558389838819402,0.034023615850461,0.9994023369898432,0.0,0.0,0.0,0.0,0.0,0.0
1690979875.0549355,3.7293840865657035,0.0658886353055258,-0.16641120185654762,-0.0022400334228700643,-0.005413671508163678,0.03479164815625919,0.999377414008146,0.0,0.0,0.0,0.0,0.0,0.0
